id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,label,noisy_label,if_preds
0,1.661047587,1.37246773,1.244111009,0.60363534,1.095015993,0.819543936,0.413425271,-0.184633295,1.120042677,0.835740635,0.189142985,0.032232591,2.33118052,1.860981524,2.021178517,1.075169087,1.6955946,1.258625746,1.127561057,0.125908496,1.126415801,0.880036231,0.301880667,-0.077004384,2.417994036,1.869362138,2.093917664,1.12364163,1.412316821,1.656850383,1.729381283,0.912743263,1.139596251,1.058033362,0.842980477,0.235886114,0,1,1
1,1.07306614,0.804341392,0.403065267,-0.190113144,1.095015993,0.819543936,0.173388132,0.026549651,0.823099681,0.835740635,0.189142985,-0.17850322,1.669546851,1.248287241,1.121243298,0.124397355,1.104648699,0.865699551,0.290123809,-0.084224726,1.126415801,0.705244514,0.301880667,-0.23431334,1.387105376,1.650090216,1.732744158,0.91301866,1.115859859,1.044083797,0.831409157,0.230101424,1.139596251,0.707416956,0.303912678,-0.183967191,0,0,0
2,1.07306614,0.804341392,0.162766484,0.021553119,0.800056789,0.819543936,0.173388132,-0.184633295,1.120042677,0.485818894,0.189142985,-0.17850322,1.081428035,0.854412345,0.28130376,-0.086885252,1.104648699,0.691065687,0.290123809,-0.241824642,1.126415801,0.705244514,0.301880667,-0.077004384,1.092565759,1.036128834,0.829810394,0.228494009,1.115859859,0.693931462,0.292625882,-0.189985862,1.139596251,0.707416956,0.303912678,-0.183967191,0,0,0
3,0.779075417,0.804341392,0.162766484,-0.190113144,1.095015993,0.46999281,0.173388132,-0.184633295,0.823099681,0.485818894,-0.051290638,-0.336555078,1.081428035,0.679356835,0.28130376,-0.245347208,1.104648699,0.691065687,0.290123809,-0.084224726,0.532027939,0.705244514,0.301880667,-0.077004384,1.092565759,0.685293758,0.288050136,-0.19275193,1.115859859,0.693931462,0.292625882,-0.189985862,1.139596251,0.882725159,0.303912678,-0.183967191,0,0,0
4,1.07306614,0.454725184,0.162766484,-0.190113144,0.800056789,0.46999281,-0.066649007,-0.343020504,0.823099681,0.835740635,0.189142985,-0.17850322,1.081428035,0.679356835,0.28130376,-0.086885252,0.513702798,0.691065687,0.290123809,-0.084224726,0.532027939,0.705244514,0.540977512,0.13274089,1.092565759,0.685293758,0.288050136,-0.19275193,1.115859859,0.869007629,0.292625882,-0.189985862,0.766506553,1.058033362,0.603394789,0.235886114,0,0,0
5,0.779075417,0.454725184,-0.0775323,-0.34886284,0.800056789,0.819543936,0.173388132,-0.184633295,0.526156685,0.835740635,0.189142985,-0.17850322,0.493309219,0.679356835,0.28130376,-0.086885252,0.513702798,0.691065687,0.529391594,0.125908496,0.532027939,0.880036231,1.138719625,0.290049846,1.092565759,0.860711296,0.288050136,-0.19275193,0.745288656,1.044083797,0.591949923,0.230101424,0.766506553,1.058033362,0.603394789,0.235886114,0,0,0
6,0.485084694,0.804341392,0.403065267,0.021553119,0.505097584,0.819543936,0.413425271,0.237732597,0.823099681,0.660779764,0.429576607,-0.17850322,0.787368627,1.029467854,1.121243298,0.28285931,0.809175748,1.258625746,1.127561057,0.283508412,0.82922187,1.054827949,0.839848569,0.13274089,0.724391238,1.036128834,0.829810394,0.228494009,0.745288656,0.869007629,0.292625882,0.020057781,0.766506553,0.882725159,0.303912678,-0.183967191,0,0,0
7,0.485084694,0.804341392,0.403065267,0.233219381,0.800056789,0.644768373,0.413425271,-0.184633295,0.526156685,0.485818894,0.189142985,-0.336555078,0.787368627,1.248287241,1.121243298,0.28285931,0.809175748,1.040333416,0.828476326,0.125908496,0.82922187,0.530452797,0.062783822,-0.23431334,0.724391238,0.860711296,0.288050136,0.01787104,0.745288656,0.869007629,0.292625882,-0.189985862,0.766506553,0.532108753,0.064326989,-0.183967191,0,0,0
8,0.485084694,0.236215054,-0.0775323,-0.34886284,0.505097584,0.46999281,-0.066649007,-0.343020504,0.526156685,0.660779764,0.189142985,-0.547290888,0.787368627,0.504301326,0.28130376,-0.456629815,0.513702798,0.341797958,0.290123809,-0.451957864,0.532027939,0.530452797,0.062783822,-0.23431334,0.429851621,0.334458683,-0.193514538,-0.403374899,0.448831694,0.343779127,-0.186292586,-0.610073148,0.766506553,0.181492346,-0.354947966,-0.603820496,1,0,0
9,0.485084694,0.454725184,-0.0775323,-0.34886284,0.505097584,0.644768373,0.173388132,-0.55420345,0.526156685,0.485818894,-0.532157883,-0.336555078,0.493309219,0.329245817,0.28130376,-0.456629815,0.513702798,0.516431823,0.050856024,-0.241824642,0.532027939,0.35566108,0.062783822,-0.444058614,0.429851621,0.334458683,-0.193514538,-0.613997869,0.745288656,0.16870296,-0.365887011,-0.610073148,0.766506553,0.181492346,-0.354947966,-0.813747148,1,0,0
10,0.485084694,0.629533288,0.162766484,-0.560529102,0.505097584,0.46999281,-0.546723285,-0.343020504,0.526156685,0.267117805,-0.291724261,-0.336555078,0.493309219,0.504301326,0.041321035,-0.245347208,0.513702798,0.341797958,0.050856024,-0.451957864,0.532027939,0.180869362,0.062783822,-0.444058614,0.724391238,0.159041145,-0.374101291,-0.613997869,0.745288656,0.16870296,-0.365887011,-0.820116791,0.468034794,0.181492346,-0.1752587,-0.603820496,1,0,0
11,0.19109397,0.454725184,-0.558129867,-0.560529102,0.21013838,0.251523356,-0.306686146,-0.343020504,0.22921369,0.267117805,-0.051290638,-0.336555078,0.493309219,0.154190307,-0.498640097,-0.456629815,0.513702798,0.167164094,-0.487496493,-0.819691002,0.160535525,0.180869362,-0.714280925,-0.653803888,0.429851621,0.334458683,-0.193514538,-0.613997869,0.448831694,0.16870296,-0.365887011,-0.820116791,0.169563035,0.181492346,-0.594533655,-0.813747148,1,0,0
12,0.19109397,0.236215054,-0.317831083,-0.34886284,0.21013838,0.251523356,-0.066649007,-0.343020504,0.526156685,0.485818894,-0.051290638,-0.336555078,0.493309219,0.154190307,-0.498640097,-0.826374378,0.144361609,0.167164094,-0.726764278,-0.662091086,0.160535525,0.006077645,-0.714280925,-0.811112844,0.429851621,0.159041145,-0.374101291,-0.824620838,0.152374732,0.16870296,-0.605346244,-0.820116791,0.169563035,-0.16912406,-1.073705033,-1.076155464,1,0,0
